energy,area
2.9070775156475688, 0.0013593563908785241
3.0457390467019745, 0.002969800477406456
3.1844005777563793, 0.005643066283354779
3.3288396726047185, 0.011026158786725703
3.4617236398651903, 0.021544346900318867
3.606162734713529, 0.04209615445771333
3.7448242657679347, 0.07564633275546276
3.8892633606162734, 0.13978306065792132
4.022147327876746, 0.2511886431509577
4.166586422725084, 0.4268772698317881
4.3052479537794905, 0.7459801523487926
4.449687048627829, 1.3405182387914727
4.5883485796822345, 2.1544346900318825
4.727010110736639, 3.8714957592094708
4.865671641791045, 6.579332246575669
5.010110736639383, 11.822988651687062
5.145883485796823, 19.268525622797345
5.287433798748195, 31.40289571566329
5.428984111699567, 47.72960923505187
5.564756860857006, 72.544762061368
5.703418391911411, 107.2267222010322
5.84785748675975, 149.88479413576948
5.998074145402022, 198.1388768974336
6.12518054886856, 269.3413485920198
6.269619643716899, 336.72295752114155
6.4082811747713055, 432.8761281083053
6.541165142031776, 541.1695265464626
6.685604236880115, 657.9332246575669
6.818488204140587, 799.8900656338774
6.962927298988927, 972.4757667205158
7.101588830043331, 1182.2988651687049
7.240250361097736, 1397.8306065792103
7.378911892152143, 1652.6535398566862
7.523350987000482, 1953.9304046896073
7.662012518054887, 2310.1297000831532
7.800674049109292, 2582.981003198074
7.950890707751565, 3053.8555088334097
8.083774675012036, 3712.760796763997
